obs_id;site_id;holiday;date
1676;16;New year;2015-01-01
1680;16;All Saints Day;2015-11-01
1693;17;Easter Monday;2015-04-06
1694;17;All Saints Day;2016-11-01
1709;17;St Stephen's Day;2015-12-26
1716;17;Easter Monday;2017-04-17
1720;17;Republic Day;2014-06-02
1737;18;International Workers' Day;2016-05-01
1748;18;Christmas Day;2015-12-25
1764;18;Liberation Day;2015-04-25
1768;19;New year;2016-01-01
1772;19;Immaculate Conception;2016-12-08
1792;19;St Stephen's Day;2017-12-26
1830;84;Easter Monday;2016-03-28
1836;84;St Stephen's Day;2015-12-26
1849;80;Christmas Day;2016-12-25
1852;80;International Workers' Day;2016-05-01
1873;80;St Stephen's Day;2015-12-26
1880;21;Republic Day;2017-06-02
1883;21;Christmas Day;2016-12-25
1890;21;Liberation Day;2017-04-25
1910;23;Assumption of Mary to Heaven;2017-08-15
1929;24;St Stephen's Day;2017-12-26
1971;85;Christmas Day;2016-12-25
1973;85;International Workers' Day;2017-05-01
1987;26;International Workers' Day;2016-05-01
1992;26;New year;2016-01-01
2045;28;New year;2015-01-01
2064;29;Good Friday;2014-04-18
2070;29;Youth Day;2016-06-16
2082;29;Freedom Day;2014-04-27
2140;30;Day of good will;2015-12-26
2151;30;National Women Day;2015-08-09
2178;31;Christmas Day;2016-12-25
2182;31;Good Friday;2014-04-18
2184;31;Easter Monday;2016-03-28
2216;32;Good Friday;2014-04-18
2237;32;Freedom Day;2014-04-27
2239;32;Christmas Day;2014-12-25
2252;32;Heritage Day;2016-09-24
2259;33;Boxing Day;2014-12-26
2270;33;Youth Day;2016-06-16
2290;33;Family Day;2014-04-18
2299;33;Family Day;2015-04-03
2302;33;Freedom Day;2014-04-27
2314;35;Easter Monday;2014-04-21
2332;35;Heritage Day substitute;2017-09-25
2342;35;Heritage Day;2016-09-24
2365;35;Youth Day;2014-06-16
2367;37;Christmas Day;2016-12-25
2371;37;New year;2017-01-01
2385;37;Easter Monday;2016-03-28
2405;38;Republic Day;2017-06-02
2421;39;St Stephen's Day;2017-12-26
2450;40;All Saints Day;2017-11-01
2465;40;New year;2016-01-01
2490;43;Día del trabajador;2015-05-01
2504;43;All Saints Day;2016-11-01
2524;44;Christmas Eve;2016-12-24
2525;44;Saints Cyril and Methodius Day;2014-07-05
2535;44;Epiphany;2013-01-06
2538;44;Christmas Eve;2015-12-24
2566;44;New year;2016-01-01
2590;44;Easter Monday;2016-03-28
2610;45;International Workers' Day;2017-05-01
2640;46;New year;2017-01-01
2658;50;Bastille Day;2016-07-14
2673;50;Bastille Day;2017-07-14
2696;51;Labour Day;2016-05-01
2739;52;International Workers' Day;2017-05-01
2765;54;Assumption of Mary to Heaven;2017-08-15
2798;55;International Workers' Day;2015-05-01
2821;55;Easter Monday;2016-03-28
2834;57;Christmas Day;2014-12-25
2852;57;Immaculate Conception;2017-12-08
2857;57;Assumption of Mary to Heaven;2014-08-15
2860;57;Easter Monday;2017-04-17
2891;89;Epiphany;2016-01-06
2894;89;Assumption of Mary to Heaven;2015-08-15
2896;89;New year;2017-01-01
2916;58;New year;2015-01-01
2945;58;Berchtold's Day;2013-01-02
2946;58;Good Friday;2013-03-29
3001;58;Boxing Day;2010-12-26
3021;67;Christmas Day;2017-12-25
3027;67;Immaculate Conception;2016-12-08
3045;67;Immaculate Conception;2017-12-08
3064;7;Assumption of Mary to Heaven;2015-08-15
3112;11;New year;2014-01-01
3118;11;St Stephen's Day;2017-12-26
3127;11;Easter Monday;2015-04-06
3187;47;Assumption of Mary to Heaven;2017-08-15
3198;47;Christmas Day;2016-12-25
3203;47;Immaculate Conception;2016-12-08
3244;56;Labour Day;2015-05-01
3246;56;Armistice Day;2017-11-11
3266;36;International Workers' Day;2017-05-01
3277;36;Republic Day;2017-06-02
3283;36;Easter Monday;2016-03-28
34;20;Emancipation Day in Texas;2015-06-19
46;20;Labor Day;2014-09-01
53;20;Christmas Eve (Observed);2017-12-25
60;20;Veterans Day (Observed);2017-11-10
66;20;Christmas Eve;2015-12-24
77;20;New year;2014-01-01
80;20;Birthday of Martin Luther King, Jr.;2014-01-20
107;34;Labor Day;2016-09-05
115;34;Christmas Day;2016-12-25
116;34;Thanksgiving Day;2015-11-26
127;42;Armistice Day;2015-11-11
132;42;Assumption of Mary to Heaven;2016-08-15
137;42;Christmas Day;2017-12-25
150;42;Victory in Europe Day;2017-05-08
154;42;New year;2017-01-01
225;49;Christmas Day;2015-12-25
234;49;Epiphany;2015-01-06
235;49;Easter Monday;2015-04-06
249;49;Liberation Day;2014-04-25
261;88;Christmas Day;2015-12-25
273;88;Immaculate Conception;2016-12-08
279;88;Easter Monday;2016-03-28
315;59;Victory in Europe Day;2014-05-08
337;59;Armistice Day;2015-11-11
348;91;Easter Monday;2015-04-06
390;60;Victory in Europe Day;2015-05-08
409;61;St Stephen's Day;2017-12-26
423;61;Easter Monday;2017-04-17
429;61;International Workers' Day;2016-05-01
451;62;All Saints Day;2017-11-01
453;62;Liberation Day;2017-04-25
475;63;Immaculate Conception;2016-12-08
501;64;Liberation Day;2017-04-25
506;64;Easter Monday;2017-04-17
509;64;Liberation Day;2016-04-25
533;65;Epiphany;2017-01-06
535;65;Republic Day;2017-06-02
544;65;Easter Monday;2015-04-06
564;66;International Workers' Day;2017-05-01
589;68;Christmas Day;2017-12-25
600;68;International Workers' Day;2015-05-01
601;68;New year;2016-01-01
610;68;Easter Monday;2017-04-17
612;68;Assumption of Mary to Heaven;2017-08-15
650;86;International Workers' Day;2017-05-01
657;86;Assumption of Mary to Heaven;2017-08-15
668;86;St Stephen's Day;2016-12-26
686;70;Assumption of Mary to Heaven;2016-08-15
694;70;New year;2016-01-01
702;70;Republic Day;2016-06-02
715;71;Assumption of Mary to Heaven;2016-08-15
718;71;Immaculate Conception;2015-12-08
720;71;International Workers' Day;2015-05-01
726;71;International Workers' Day;2017-05-01
734;71;New year;2017-01-01
737;71;Republic Day;2015-06-02
742;71;St Stephen's Day;2016-12-26
743;71;Easter Monday;2016-03-28
773;72;Entrudo;2016-02-09
784;73;Immaculate Conception;2017-12-08
801;73;All Saints Day;2015-11-01
811;74;International Workers' Day;2014-05-01
812;74;Republic Day;2015-06-02
818;74;Assumption of Mary to Heaven;2015-08-15
834;74;St Stephen's Day;2015-12-26
838;74;Easter Monday;2014-04-21
850;74;New year;2015-01-01
892;75;Republic Day;2014-06-02
897;76;Republic Day;2016-06-02
920;76;All Saints Day;2016-11-01
924;76;Easter Monday;2015-04-06
926;76;Epiphany;2017-01-06
933;77;International Workers' Day;2015-05-01
934;77;St Stephen's Day;2015-12-26
947;77;Liberation Day;2015-04-25
956;77;Epiphany;2016-01-06
965;90;Easter Monday;2017-04-17
983;90;Easter Monday;2016-03-28
1018;87;Easter Monday;2015-04-06
1020;87;Christmas Day;2016-12-25
1026;87;Liberation Day;2014-04-25
1027;87;Epiphany;2015-01-06
1059;1;International Workers' Day;2017-05-01
1067;1;Easter Monday;2017-04-17
1101;2;Christmas Day;2014-12-25
1108;3;International Workers' Day;2017-05-01
1150;4;Liberation Day;2015-04-25
1155;4;Christmas Day;2015-12-25
1167;4;Republic Day;2016-06-02
1171;4;Easter Monday;2017-04-17
1191;81;All Saints Day;2016-11-01
1257;6;Liberation Day;2016-04-25
1281;6;Republic Day;2017-06-02
1297;83;Epiphany;2016-01-06
1298;83;Republic Day;2016-06-02
1319;79;Easter Monday;2015-04-06
1321;79;Assumption of Mary to Heaven;2015-08-15
1325;79;Immaculate Conception;2015-12-08
1365;8;Christmas Day;2015-12-25
1378;8;Assumption of Mary to Heaven;2015-08-15
1384;8;St Stephen's Day;2015-12-26
1387;8;Epiphany;2016-01-06
1396;8;Epiphany;2017-01-06
1433;9;International Workers' Day;2015-05-01
1439;10;Republic Day;2016-06-02
1442;10;International Workers' Day;2017-05-01
1444;10;All Saints Day;2016-11-01
1461;10;Christmas Day;2015-12-25
1475;10;International Workers' Day;2014-05-01
1492;12;Epiphany;2016-01-06
1499;12;St Stephen's Day;2014-12-26
1516;12;Epiphany;2017-01-06
1526;13;Assumption of Mary to Heaven;2017-08-15
1625;15;Republic Day;2017-06-02
1646;15;Epiphany;2016-01-06
1648;15;New year;2017-01-01
1661;16;Christmas Day;2015-12-25
1662;16;St Stephen's Day;2015-12-26
1668;16;Easter Monday;2017-04-17
1683;16;Assumption of Mary to Heaven;2017-08-15
1712;17;Assumption of Mary to Heaven;2017-08-15
1713;17;Easter Monday;2014-04-21
1742;18;International Workers' Day;2015-05-01
1752;18;Christmas Day;2016-12-25
1754;18;Immaculate Conception;2017-12-08
1770;19;Liberation Day;2016-04-25
1771;19;International Workers' Day;2016-05-01
1843;80;Easter Monday;2017-04-17
1850;80;All Saints Day;2017-11-01
1877;21;Easter Monday;2017-04-17
1892;21;All Saints Day;2017-11-01
1925;24;Immaculate Conception;2016-12-08
1949;25;Christmas Day;2016-12-25
1960;25;Easter Monday;2017-04-17
1995;26;Epiphany;2016-01-06
2022;27;New year;2017-01-01
2031;28;Christmas Day;2017-12-25
2040;28;Christmas Day;2016-12-25
2061;28;New year;2017-01-01
2067;29;Good Friday;2016-03-25
2101;29;National Women Day;2015-08-09
2127;30;Easter Monday;2016-03-28
2153;30;Human Rights Day;2015-03-21
2166;31;Family Day;2014-04-18
2168;31;Good Friday;2015-04-03
2181;31;New year;2014-01-01
2183;31;Family Day;2016-03-25
2188;31;Freedom Day;2016-04-27
2220;32;Heritage Day;2015-09-24
2228;32;National Women Day substitute;2015-08-10
2232;32;Youth Day;2014-06-16
2251;32;Family Day;2015-04-03
2256;33;National Women Day;2016-08-09
2273;33;New year;2016-01-01
2279;33;Human Rights Day;2014-03-21
2304;35;Christmas Day;2017-12-25
2319;35;National Women Day;2015-08-09
2331;35;Family Day;2017-04-14
2333;35;Day of good will;2014-12-26
2334;35;Boxing Day;2016-12-26
2360;35;Human Rights Day;2016-03-21
2426;39;Epiphany;2015-01-06
2432;39;Christmas Day;2015-12-25
2445;40;Easter Monday;2016-03-28
2467;41;Immaculate Conception;2016-12-08
2469;41;Christmas Day;2017-12-25
2473;41;Epiphany;2017-01-06
2478;41;International Workers' Day;2017-05-01
2488;43;Epiphany;2016-01-06
2513;43;Christmas Day;2014-12-25
2527;44;Day of the Constitution of the Slovak Republic;2016-09-01
2556;44;Christmas Eve;2017-12-24
2561;44;Struggle for Freedom and Democracy Day;2014-11-17
2587;44;Day of the Establishment of the Slovak Republic;2013-01-01
2588;44;Slovak National Uprising anniversary;2015-08-29
2625;46;New year;2016-01-01
2634;46;All Saints Day;2017-11-01
2708;51;Easter Monday;2017-04-17
2716;52;Assumption of Mary to Heaven;2017-08-15
2749;54;Assumption of Mary to Heaven;2015-08-15
2768;54;All Saints Day;2016-11-01
2856;57;St Stephen's Day;2017-12-26
2875;57;Assumption of Mary to Heaven;2015-08-15
2879;89;Immaculate Conception;2015-12-08
2917;58;National Holiday;2017-08-01
2923;58;Whit Sunday;2017-06-04
2931;58;Easter Monday;2013-04-01
2934;58;Easter Monday;2015-04-06
2966;58;Labour Day;2017-05-01
2999;58;National Holiday;2009-08-01
3025;67;International Workers' Day;2017-05-01
3035;67;Epiphany;2016-01-06
3039;67;Liberation Day;2015-04-25
3041;67;Liberation Day;2016-04-25
3047;67;Easter Monday;2015-04-06
3059;7;Easter Monday;2017-04-17
3079;7;Republic Day;2014-06-02
3135;11;All Saints Day;2016-11-01
3166;82;Whit Monday;2016-05-16
3202;47;Easter Monday;2017-04-17
3209;53;Corpus Christi;2016-05-26
3213;53;Easter Monday;2016-03-28
3223;53;Corpus Christi;2017-06-15
3224;53;Assumption of Mary to Heaven;2017-08-15
3263;56;Easter Monday;2017-04-17
3274;36;Christmas Day;2017-12-25
19;20;Thanksgiving Day;2016-11-24
41;20;Christmas Eve;2014-12-24
55;20;Confederate Heroes Day;2015-01-19
81;20;Christmas Day;2015-12-25
87;34;Independence Day;2015-07-04
105;34;Good Friday;2017-04-14
144;42;Victory in Europe Day;2015-05-08
157;42;Whit Monday;2016-05-16
158;42;Easter Monday;2017-04-17
162;42;Labour Day;2016-05-01
177;48;All Saints Day;2014-11-01
200;48;Christmas Day;2016-12-25
210;49;Liberation Day;2015-04-25
216;49;International Workers' Day;2016-05-01
218;49;All Saints Day;2016-11-01
219;49;Epiphany;2017-01-06
231;49;Republic Day;2016-06-02
269;88;Christmas Day;2017-12-25
280;88;Epiphany;2017-01-06
297;59;Whit Monday;2017-06-05
309;59;New year;2016-01-01
363;91;Labour Day;2015-05-01
377;60;Bastille Day;2017-07-14
381;60;Easter Monday;2015-04-06
392;60;Assumption of Mary to Heaven;2015-08-15
398;60;Ascension Thursday;2015-05-14
407;61;International Workers' Day;2015-05-01
410;61;Liberation Day;2015-04-25
425;61;All Saints Day;2015-11-01
444;62;International Workers' Day;2016-05-01
448;62;Christmas Day;2016-12-25
460;63;Republic Day;2017-06-02
476;63;Liberation Day;2017-04-25
488;63;Epiphany;2016-01-06
492;63;All Saints Day;2015-11-01
517;64;Assumption of Mary to Heaven;2016-08-15
541;65;Assumption of Mary to Heaven;2016-08-15
569;66;Easter Monday;2017-04-17
584;68;Republic Day;2015-06-02
596;68;Liberation Day;2015-04-25
599;68;Republic Day;2017-06-02
602;68;New year;2017-01-01
613;68;Christmas Day;2015-12-25
658;86;Liberation Day;2015-04-25
681;70;Christmas Day;2017-12-25
683;70;All Saints Day;2016-11-01
684;70;International Workers' Day;2017-05-01
723;71;Republic Day;2016-06-02
787;73;Epiphany;2016-01-06
810;74;Liberation Day;2015-04-25
831;74;All Saints Day;2015-11-01
842;74;International Workers' Day;2016-05-01
852;74;Republic Day;2014-06-02
878;75;St Stephen's Day;2015-12-26
921;76;Assumption of Mary to Heaven;2017-08-15
938;77;Assumption of Mary to Heaven;2017-08-15
977;90;St Stephen's Day;2015-12-26
978;90;Christmas Day;2015-12-25
980;90;Republic Day;2014-06-02
1005;90;St Stephen's Day;2014-12-26
1050;87;Christmas Day;2014-12-25
1062;1;Republic Day;2015-06-02
1068;1;All Saints Day;2016-11-01
1069;1;Epiphany;2017-01-06
1084;2;Easter Monday;2013-04-01
1126;3;Christmas Day;2017-12-25
1143;4;Immaculate Conception;2016-12-08
1157;4;Epiphany;2016-01-06
1161;4;Easter Monday;2016-03-28
1182;81;Christmas Day;2014-12-25
1202;81;Republic Day;2016-06-02
1242;5;Epiphany;2017-01-06
1269;6;New year;2016-01-01
1294;83;Liberation Day;2014-04-25
1299;83;Assumption of Mary to Heaven;2015-08-15
1320;79;Immaculate Conception;2014-12-08
1330;79;Republic Day;2017-06-02
1388;8;All Saints Day;2016-11-01
1392;8;Liberation Day;2014-04-25
1401;8;All Saints Day;2015-11-01
1403;9;Easter Monday;2016-03-28
1408;9;Republic Day;2014-06-02
1426;9;New year;2014-01-01
1432;9;Liberation Day;2015-04-25
1436;10;International Workers' Day;2015-05-01
1450;10;New year;2014-01-01
1453;10;Liberation Day;2014-04-25
1457;10;Immaculate Conception;2017-12-08
1466;10;Epiphany;2017-01-06
1490;12;All Saints Day;2017-11-01
1495;12;Easter Monday;2016-03-28
1509;12;Immaculate Conception;2017-12-08
1515;12;Christmas Day;2016-12-25
1531;13;All Saints Day;2015-11-01
1536;13;Easter Monday;2014-04-21
1561;13;Easter Monday;2016-03-28
1570;14;All Saints Day;2015-11-01
1578;14;Assumption of Mary to Heaven;2016-08-15
1591;14;Easter Monday;2015-04-06
1599;14;All Saints Day;2016-11-01
1643;15;New year;2016-01-01
1660;16;International Workers' Day;2015-05-01
1677;16;St Stephen's Day;2016-12-26
1758;18;Republic Day;2016-06-02
1762;18;New year;2015-01-01
1807;84;St Stephen's Day;2016-12-26
1816;84;International Workers' Day;2017-05-01
1825;84;International Workers' Day;2016-05-01
1832;84;All Saints Day;2014-11-01
1839;84;Republic Day;2017-06-02
1841;84;New year;2014-01-01
1861;80;Assumption of Mary to Heaven;2015-08-15
1882;21;Immaculate Conception;2016-12-08
1885;21;Easter Monday;2016-03-28
1898;23;Assumption of Mary to Heaven;2016-08-15
1899;23;Christmas Day;2016-12-25
1903;23;Epiphany;2016-01-06
1911;23;Easter Monday;2017-04-17
1938;24;New year;2016-01-01
1968;85;Immaculate Conception;2017-12-08
1969;85;Easter Monday;2016-03-28
1976;85;Republic Day;2017-06-02
1981;85;All Saints Day;2017-11-01
2006;26;Epiphany;2017-01-06
2008;27;Assumption of Mary to Heaven;2016-08-15
2009;27;All Saints Day;2016-11-01
2107;29;Day of reconcilation;2016-12-16
2133;30;Youth Day;2014-06-16
2146;30;Workers Day;2016-05-01
2160;31;New year;2015-01-01
2161;31;Boxing Day;2016-12-26
2165;31;Boxing Day;2015-12-26
2171;31;Human Rights Day;2016-03-21
2185;31;Freedom Day;2014-04-27
2210;32;Good Friday;2015-04-03
2219;32;Easter Monday;2015-04-06
2229;32;Local Elections;2016-08-03
2247;32;Easter Monday;2014-04-21
2262;33;Workers Day substitute;2016-05-02
2265;33;Local Elections;2016-08-03
2277;33;Christmas Day;2016-12-25
2303;35;New year;2017-01-01
2349;35;Family Day;2015-04-03
2375;37;International Workers' Day;2016-05-01
2390;38;Assumption of Mary to Heaven;2016-08-15
2396;38;International Workers' Day;2017-05-01
2422;39;New year;2016-01-01
2431;39;International Workers' Day;2015-05-01
2438;39;International Workers' Day;2016-05-01
2446;40;All Saints Day;2016-11-01
2460;40;Assumption of Mary to Heaven;2016-08-15
2472;41;Christmas Day;2016-12-25
2501;43;Fiesta nacional de España;2015-10-12
2510;43;Día de la Constitución Española;2015-12-06
2516;43;Día del trabajador;2016-05-01
2536;44;Christmas Day;2014-12-25
2553;44;Day of the Establishment of the Slovak Republic;2014-01-01
2575;44;Liberation Day;2014-05-08
2593;44;St. Stephen's Day (The Second Christmas Day);2017-12-26
2608;45;Epiphany;2017-01-06
2617;45;St Stephen's Day;2016-12-26
2691;51;New year;2016-01-01
2697;51;National Holiday;2017-08-01
2707;51;Easter Sunday;2015-04-05
2721;52;Assumption of Mary to Heaven;2016-08-15
2722;52;New year;2015-01-01
2725;52;Easter Monday;2015-04-06
2731;52;Easter Monday;2016-03-28
2733;52;Liberation Day;2016-04-25
2764;54;Immaculate Conception;2016-12-08
2766;54;All Saints Day;2015-11-01
2774;54;St Stephen's Day;2017-12-26
2780;54;Christmas Day;2014-12-25
2786;54;Epiphany;2015-01-06
2788;55;Epiphany;2016-01-06
2803;55;Immaculate Conception;2015-12-08
2808;55;Easter Monday;2015-04-06
2812;55;Immaculate Conception;2017-12-08
2822;55;Epiphany;2014-01-06
2826;55;New year;2016-01-01
2827;55;All Saints Day;2015-11-01
2848;57;Immaculate Conception;2014-12-08
2850;57;Easter Monday;2016-03-28
2854;57;Republic Day;2015-06-02
2864;57;Christmas Day;2015-12-25
2892;89;New year;2016-01-01
2903;89;Republic Day;2017-06-02
2915;58;New year;2013-01-01
2930;58;Berchtold's Day;2012-01-02
2933;58;Easter Sunday;2014-04-20
2959;58;Boxing Day;2015-12-26
2977;58;National Holiday;2013-08-01
2980;58;Boxing Day;2014-12-26
2990;58;Boxing Day;2016-12-26
3000;58;Easter Sunday;2010-04-04
3012;58;Berchtold's Day;2009-01-02
3033;67;Easter Monday;2016-03-28
3052;7;Assumption of Mary to Heaven;2016-08-15
3077;7;Liberation Day;2017-04-25
3101;11;Christmas Day;2014-12-25
3115;11;Christmas Day;2017-12-25
3124;11;Christmas Day;2016-12-25
3131;11;Epiphany;2016-01-06
3141;22;All Saints Day;2016-11-01
3146;22;All Saints Day;2017-11-01
3160;82;Easter Monday;2016-03-28
3208;53;New year;2016-01-01
3234;56;Christmas Day;2016-12-25
3262;56;Armistice Day;2016-11-11
3270;36;St Stephen's Day;2016-12-26
3285;36;Immaculate Conception;2017-12-08
4;20;Confederate Heroes Day;2016-01-19
10;20;Thanksgiving Day;2017-11-23
16;20;Day After Christmas;2017-12-26
29;20;Thanksgiving Friday;2016-11-25
48;20;New year;2016-01-01
49;20;Emancipation Day in Texas (Observed);2016-06-20
52;20;Lyndon B. Jonhson Day;2015-08-27
54;20;Texas Independence Day;2014-03-02
69;20;Christmas Day;2014-12-25
75;20;Texas Independence Day;2017-03-02
89;34;Independence Day;2016-07-04
92;34;Veterans Day;2016-11-11
96;34;Birthday of Martin Luther King, Jr.;2015-01-19
100;34;Christmas Eve (Observed);2017-12-26
101;34;New year;2015-01-01
113;34;Independence Day (Observed);2015-07-03
124;42;Armistice Day;2016-11-11
131;42;Armistice Day;2014-11-11
156;42;Whit Monday;2017-06-05
176;48;Armistice of 1918;2017-11-11
211;49;Immaculate Conception;2015-12-08
214;49;Christmas Day;2014-12-25
276;88;Christmas Day;2016-12-25
290;88;Liberation Day;2014-04-25
293;88;Republic Day;2015-06-02
314;59;Ascension Thursday;2017-05-25
320;59;All Saints Day;2017-11-01
326;59;Victory in Europe Day;2016-05-08
336;59;Whit Monday;2015-05-25
341;91;Bastille Day;2015-07-14
345;91;Labour Day;2016-05-01
374;60;Victory in Europe Day;2016-05-08
388;60;New year;2016-01-01
420;61;New year;2015-01-01
459;62;Christmas Day;2017-12-25
483;63;Easter Monday;2016-03-28
495;64;New year;2016-01-01
512;64;International Workers' Day;2015-05-01
524;64;Republic Day;2017-06-02
543;65;Assumption of Mary to Heaven;2017-08-15
568;66;St Stephen's Day;2016-12-26
577;66;Assumption of Mary to Heaven;2017-08-15
586;68;Epiphany;2015-01-06
614;69;Immaculate Conception;2016-12-08
616;69;Liberation Day;2015-04-25
623;69;New year;2017-01-01
630;69;Easter Monday;2017-04-17
641;69;Assumption of Mary to Heaven;2016-08-15
651;86;Immaculate Conception;2015-12-08
654;86;Easter Monday;2016-03-28
665;86;Easter Monday;2015-04-06
680;70;Liberation Day;2017-04-25
696;70;All Saints Day;2017-11-01
711;70;International Workers' Day;2015-05-01
746;72;Good Friday;2015-04-03
751;72;Easter Sunday;2014-04-20
752;72;Easter Sunday;2015-04-05
760;72;Dia de Portugal;2014-06-10
799;73;Immaculate Conception;2016-12-08
805;73;International Workers' Day;2017-05-01
849;74;New year;2014-01-01
861;75;Immaculate Conception;2017-12-08
864;75;Liberation Day;2017-04-25
867;75;Liberation Day;2015-04-25
876;75;International Workers' Day;2016-05-01
929;76;All Saints Day;2017-11-01
930;77;International Workers' Day;2017-05-01
1012;87;Christmas Day;2017-12-25
1017;87;Epiphany;2014-01-06
1058;1;Republic Day;2016-06-02
1076;1;Easter Monday;2015-04-06
1105;2;Epiphany;2014-01-06
1112;3;Assumption of Mary to Heaven;2016-08-15
1149;4;St Stephen's Day;2017-12-26
1164;4;Liberation Day;2017-04-25
1181;81;Easter Monday;2016-03-28
1192;81;New year;2014-01-01
1197;81;St Stephen's Day;2015-12-26
1222;5;New year;2017-01-01
1235;5;Epiphany;2014-01-06
1271;6;All Saints Day;2016-11-01
1336;79;Republic Day;2015-06-02
1337;79;All Saints Day;2015-11-01
1341;79;Assumption of Mary to Heaven;2017-08-15
1342;79;Christmas Day;2017-12-25
1348;79;Liberation Day;2017-04-25
1352;79;St Stephen's Day;2014-12-26
1377;8;Immaculate Conception;2017-12-08
1379;8;Liberation Day;2017-04-25
1397;8;Republic Day;2017-06-02
1415;9;All Saints Day;2014-11-01
1440;10;Liberation Day;2016-04-25
1458;10;Epiphany;2014-01-06
1472;10;All Saints Day;2017-11-01
1501;12;St Stephen's Day;2017-12-26
1510;12;International Workers' Day;2014-05-01
1527;13;Republic Day;2015-06-02
1548;13;Assumption of Mary to Heaven;2014-08-15
1564;13;International Workers' Day;2017-05-01
1598;14;Immaculate Conception;2017-12-08
1603;78;All Saints Day;2016-11-01
1614;78;International Workers' Day;2017-05-01
1618;78;New year;2016-01-01
1630;15;Epiphany;2015-01-06
1633;15;Easter Monday;2017-04-17
1647;15;Easter Monday;2016-03-28
1654;15;Immaculate Conception;2017-12-08
1675;16;International Workers' Day;2016-05-01
1733;18;Republic Day;2017-06-02
1734;18;Liberation Day;2016-04-25
1765;18;Assumption of Mary to Heaven;2015-08-15
1778;19;All Saints Day;2017-11-01
1784;19;Christmas Day;2017-12-25
1785;19;Easter Monday;2017-04-17
1788;19;Epiphany;2015-01-06
1809;84;Christmas Day;2017-12-25
1810;84;Liberation Day;2014-04-25
1817;84;New year;2016-01-01
1829;84;Republic Day;2014-06-02
1845;80;New year;2015-01-01
1854;80;Epiphany;2017-01-06
1856;80;Immaculate Conception;2016-12-08
1865;80;Epiphany;2015-01-06
1868;80;Liberation Day;2016-04-25
1872;80;Christmas Day;2015-12-25
1895;21;St Stephen's Day;2017-12-26
1914;23;All Saints Day;2017-11-01
1924;24;Assumption of Mary to Heaven;2017-08-15
1934;24;Christmas Day;2017-12-25
1935;24;Assumption of Mary to Heaven;2016-08-15
1936;24;St Stephen's Day;2016-12-26
1944;25;Liberation Day;2017-04-25
1955;25;Christmas Day;2017-12-25
1956;25;All Saints Day;2016-11-01
1963;25;International Workers' Day;2017-05-01
1986;26;Christmas Day;2016-12-25
1999;26;Liberation Day;2016-04-25
2005;26;St Stephen's Day;2017-12-26
2016;27;Republic Day;2016-06-02
2035;28;Liberation Day;2016-04-25
2042;28;Easter Monday;2017-04-17
2050;28;Epiphany;2017-01-06
2103;29;Christmas Day substitute;2016-12-26
2112;30;New year;2015-01-01
2128;30;Heritage Day;2016-09-24
2152;30;Christmas Day;2016-12-25
2157;30;New year;2014-01-01
2162;31;Youth Day;2014-06-16
2177;31;New year;2016-01-01
2227;32;Freedom Day;2015-04-27
2254;32;Day of good will;2015-12-26
2264;33;National Elections;2014-05-07
2276;33;Day of good will;2014-12-26
2278;33;Boxing Day;2016-12-26
2293;33;Freedom Day;2016-04-27
2301;33;Freedom Day substitute;2014-04-28
2311;35;National Women Day substitute;2015-08-10
2347;35;Family Day;2014-04-18
2352;35;Good Friday;2015-04-03
2377;37;All Saints Day;2016-11-01
2379;37;New year;2016-01-01
2461;40;Christmas Day;2016-12-25
2484;41;Easter Monday;2017-04-17
2494;43;All Saints Day;2015-11-01
2515;43;All Saints Day;2014-11-01
2546;44;Slovak National Uprising anniversary;2013-08-29
2554;44;Liberation Day;2016-05-08
2555;44;All Saints Day;2017-11-01
2565;44;Struggle for Freedom and Democracy Day;2015-11-17
2571;44;New year;2017-01-01
2584;44;Day of the Establishment of the Slovak Republic;2016-01-01
2595;44;Christmas Day;2015-12-25
2616;45;New year;2016-01-01
2626;46;Epiphany;2017-01-06
2636;46;Liberation Day;2016-04-25
2644;50;All Saints Day;2017-11-01
2662;50;New year;2015-01-01
2665;50;Victory in Europe Day;2015-05-08
2675;51;Ascension Thursday;2016-05-05
2680;51;Boxing Day;2016-12-26
2681;51;Easter Sunday;2017-04-16
2682;51;Berchtold's Day;2015-01-02
2685;51;National Holiday;2016-08-01
2692;51;Good Friday;2017-04-14
2699;51;Good Friday;2015-04-03
2710;51;Whit Monday;2015-05-25
2712;52;New year;2017-01-01
2714;52;Epiphany;2015-01-06
2728;52;All Saints Day;2017-11-01
2734;52;St Stephen's Day;2017-12-26
2750;54;St Stephen's Day;2015-12-26
2760;54;Immaculate Conception;2015-12-08
2817;55;International Workers' Day;2016-05-01
2823;55;Assumption of Mary to Heaven;2016-08-15
2825;55;Christmas Day;2014-12-25
2830;55;Republic Day;2016-06-02
2832;57;Epiphany;2016-01-06
2842;57;Christmas Day;2016-12-25
2924;58;Whit Sunday;2010-05-23
2950;58;Berchtold's Day;2017-01-02
2969;58;Ascension Thursday;2009-05-21
2978;58;Boxing Day;2013-12-26
2998;58;Good Friday;2017-04-14
3003;58;Easter Monday;2011-04-25
3005;58;Berchtold's Day;2014-01-02
3020;67;Epiphany;2017-01-06
3032;67;Christmas Day;2015-12-25
3074;7;Immaculate Conception;2014-12-08
3075;7;All Saints Day;2015-11-01
3078;7;Epiphany;2014-01-06
