,obs_id,site_id,timestamp,leaderboard_target,target
3659,967,80,2017-02-21 00:00:00+00:00,private,18790.05680867291
3660,4268,90,2017-02-21 05:00:00+00:00,private,71740.29507206158
3661,1539,82,2017-02-21 06:00:00+00:00,private,116730.33776952626
3662,416,79,2017-02-21 20:00:00+00:00,public,250048.6393042985
3663,3666,88,2017-02-21 22:00:00+00:00,private,103150.09243129494
3664,2945,86,2017-02-22 00:00:00+00:00,private,231.3677389179914
3665,83,78,2017-02-22 02:00:00+00:00,public,7491.621958237496
3666,299,78,2017-02-22 03:00:00+00:00,private,7213.678650854325
3667,3987,89,2017-02-22 07:00:00+00:00,private,305848.1405499425
3668,3916,89,2017-02-22 12:00:00+00:00,private,122.46946540981007
3669,2548,85,2017-02-22 15:00:00+00:00,private,8774.98424711368
3670,1563,82,2017-02-22 16:00:00+00:00,private,1448.087828540576
3671,712,80,2017-02-23 01:00:00+00:00,public,84202.4136119698
3672,3313,87,2017-02-23 05:00:00+00:00,private,2941.9435813887153
3673,2640,85,2017-02-23 13:00:00+00:00,private,123901.53024197649
3674,2849,86,2017-02-23 19:00:00+00:00,public,52796.59221447313
3675,2608,85,2017-02-24 00:00:00+00:00,private,146240.1450796174
3676,2573,85,2017-02-24 02:00:00+00:00,private,5287.767783430641
3677,3591,88,2017-02-24 06:00:00+00:00,private,178260.83075478498
3678,117,78,2017-02-24 07:00:00+00:00,public,129882.60017645992
3679,4698,91,2017-02-24 11:00:00+00:00,private,9689.569500126185
3680,2639,85,2017-02-25 05:00:00+00:00,private,21386.907870881434
3681,928,80,2017-02-25 07:00:00+00:00,private,209070.8069077298
3682,4236,90,2017-02-25 11:00:00+00:00,private,302504.65041398094
3683,4331,90,2017-02-26 06:00:00+00:00,private,47051.14612244482
3684,3297,87,2017-02-26 10:00:00+00:00,private,6420.3571980912875
3685,314,78,2017-02-26 11:00:00+00:00,private,621652.9840438816
3686,2628,85,2017-02-26 12:00:00+00:00,private,17763.1593545637
3687,2804,86,2017-02-26 12:00:00+00:00,public,6711.611857906401
3688,3105,87,2017-02-26 13:00:00+00:00,public,20103.899285248386
3689,744,80,2017-02-26 16:00:00+00:00,public,5632.029840763942
3690,2811,86,2017-02-26 16:00:00+00:00,public,1025220.8020721606
3691,2833,86,2017-02-26 21:00:00+00:00,public,42779.88586805371
3692,4593,91,2017-02-26 22:00:00+00:00,private,6774.399768598082
3693,3265,87,2017-02-27 00:00:00+00:00,private,38527.27227000952
3694,57,78,2017-02-27 06:00:00+00:00,public,36895.06565454895
3695,3949,89,2017-02-28 00:00:00+00:00,private,996329.2682610467
3696,3957,89,2017-02-28 03:00:00+00:00,private,493031.52519966615
3697,3824,89,2017-02-28 10:00:00+00:00,public,2562.541899035327
3698,259,78,2017-02-28 11:00:00+00:00,private,1741.4394521275092
3699,3516,88,2017-02-28 12:00:00+00:00,public,10390.486064397119
3700,3242,87,2017-03-01 09:00:00+00:00,private,140038.9121025335
3701,3399,88,2017-03-01 22:00:00+00:00,public,19430.78333046787
3702,2907,86,2017-03-01 22:00:00+00:00,private,50261.75638595463
3703,4198,90,2017-03-01 23:00:00+00:00,public,1630.614045523847
3704,2019,84,2017-03-02 04:00:00+00:00,public,8043.181551950829
3705,909,80,2017-03-02 05:00:00+00:00,private,3755.3671545672614
3706,4343,90,2017-03-02 07:00:00+00:00,private,28383.802501658538
3707,4457,91,2017-03-02 13:00:00+00:00,public,11349.112691583756
3708,91,78,2017-03-02 15:00:00+00:00,public,241488.87005276233
3709,282,78,2017-03-02 18:00:00+00:00,private,36444.3534494292
3710,2437,85,2017-03-03 03:00:00+00:00,public,220036.774458431
3711,2747,86,2017-03-03 04:00:00+00:00,public,3861.5973755009654
3712,995,80,2017-03-03 06:00:00+00:00,private,95720.848387408
3713,3487,88,2017-03-03 10:00:00+00:00,public,27081.58122578718
3714,3826,89,2017-03-03 11:00:00+00:00,public,9886.147671644881
3715,2854,86,2017-03-03 12:00:00+00:00,public,7384.5491407655745
3716,1595,82,2017-03-03 23:00:00+00:00,private,103.93544752796308
3717,3296,87,2017-03-04 05:00:00+00:00,private,26605.78264197705
3718,4279,90,2017-03-04 07:00:00+00:00,private,8568.946065238053
3719,3132,87,2017-03-04 08:00:00+00:00,public,17030.403743682036
3720,3820,89,2017-03-04 19:00:00+00:00,public,25595.775320465957
3721,3440,88,2017-03-04 20:00:00+00:00,public,3540.0400751607203
3722,818,80,2017-03-04 23:00:00+00:00,public,15881.674532544921
3723,1614,82,2017-03-05 03:00:00+00:00,private,2045.3697749714283
3724,1541,82,2017-03-05 09:00:00+00:00,private,1674.2632264641288
3725,1390,82,2017-03-06 06:00:00+00:00,public,46717.445551467
3726,673,80,2017-03-06 10:00:00+00:00,public,10941.576780908936
3727,2649,85,2017-03-06 16:00:00+00:00,private,58561.62644553561
3728,1376,82,2017-03-06 18:00:00+00:00,public,34607.56204092179
3729,2175,84,2017-03-06 22:00:00+00:00,public,755754.7448674751
3730,174,78,2017-03-07 02:00:00+00:00,private,17474.547630149424
3731,70,78,2017-03-07 10:00:00+00:00,public,17146.276851730254
3732,4136,90,2017-03-07 19:00:00+00:00,public,36130.346779426975
3733,3818,89,2017-03-08 01:00:00+00:00,public,50274.235787877384
3734,3877,89,2017-03-08 02:00:00+00:00,private,250619.53374973996
3735,816,80,2017-03-08 03:00:00+00:00,public,22611.264682636964
3736,2695,86,2017-03-08 11:00:00+00:00,public,23524.231453167846
3737,2236,84,2017-03-09 06:00:00+00:00,private,42286.00275166909
3738,4210,90,2017-03-09 07:00:00+00:00,private,20867.79667569909
3739,2516,85,2017-03-09 09:00:00+00:00,public,9172.148937778473
3740,1617,82,2017-03-09 10:00:00+00:00,private,1094032.430084937
3741,808,80,2017-03-09 15:00:00+00:00,public,2537.556057989307
3742,4469,91,2017-03-09 22:00:00+00:00,public,21976.35606470052
3743,2220,84,2017-03-10 03:00:00+00:00,private,5534.373593533425
3744,3164,87,2017-03-10 06:00:00+00:00,public,30084.122422360804
3745,2741,86,2017-03-10 06:00:00+00:00,public,28439.325716469244
3746,253,78,2017-03-10 07:00:00+00:00,private,2072.7456471355813
3747,3457,88,2017-03-10 08:00:00+00:00,public,16831.35383008891
3748,3183,87,2017-03-10 10:00:00+00:00,public,6582.011835073596
3749,3669,88,2017-03-10 11:00:00+00:00,private,9271.241400083987
3750,3011,86,2017-03-10 13:00:00+00:00,private,1237.8721517450135
3751,3722,89,2017-03-10 15:00:00+00:00,public,76753.82841051302
3752,4650,91,2017-03-10 23:00:00+00:00,private,47618.81436494632
3753,3082,87,2017-03-11 00:00:00+00:00,public,55401.86358025325
3754,2824,86,2017-03-11 19:00:00+00:00,public,19974.04849035839
3755,4239,90,2017-03-12 04:00:00+00:00,private,2255.500083943753
3756,2733,86,2017-03-12 14:00:00+00:00,public,1304.4261533982888
3757,75,78,2017-03-12 22:00:00+00:00,public,44734.65318389792
3758,4672,91,2017-03-13 00:00:00+00:00,private,11564.900283087098
3759,3018,86,2017-03-13 06:00:00+00:00,private,39722.79611907183
3760,4554,91,2017-03-13 09:00:00+00:00,private,13114.736740426426
3761,2291,84,2017-03-13 15:00:00+00:00,private,8220.842332264458
3762,772,80,2017-03-13 23:00:00+00:00,public,168634.498044065
3763,2708,86,2017-03-14 14:00:00+00:00,public,133365.12117568828
3764,1568,82,2017-03-14 17:00:00+00:00,private,250431.6818537748
3765,963,80,2017-03-14 19:00:00+00:00,private,7391.030709343206
3766,2585,85,2017-03-15 03:00:00+00:00,private,2040.2050873225066
3767,3285,87,2017-03-15 05:00:00+00:00,private,70855.74040144858
3768,1518,82,2017-03-15 08:00:00+00:00,private,6671.601312172823
3769,1433,82,2017-03-15 18:00:00+00:00,public,353225.38246842066
3770,1564,82,2017-03-15 19:00:00+00:00,private,3533.401959334351
3771,3428,88,2017-03-16 03:00:00+00:00,public,25351.38785708778
3772,4186,90,2017-03-16 07:00:00+00:00,public,19565.698775133045
3773,957,80,2017-03-16 08:00:00+00:00,private,16760.535165094225
3774,3641,88,2017-03-16 18:00:00+00:00,private,96250.24860997286
3775,3072,87,2017-03-17 02:00:00+00:00,public,3764.5957568162135
3776,4003,89,2017-03-17 05:00:00+00:00,private,4279.842914414692
3777,72,78,2017-03-17 06:00:00+00:00,public,2515.5632356395736
3778,2429,85,2017-03-17 17:00:00+00:00,public,20302.28785642363
3779,3210,87,2017-03-17 17:00:00+00:00,private,44040.3801476519
3780,22,78,2017-03-17 18:00:00+00:00,public,30238.79140657938
3781,2187,84,2017-03-18 01:00:00+00:00,private,13742.741998480964
3782,2697,86,2017-03-18 14:00:00+00:00,public,296178.30375870375
3783,4621,91,2017-03-18 20:00:00+00:00,private,228103.94363248683
3784,249,78,2017-03-19 04:00:00+00:00,private,3140.0496922264115
3785,3106,87,2017-03-19 05:00:00+00:00,public,83352.2717584919
3786,695,80,2017-03-19 15:00:00+00:00,public,2040.8442572807076
3787,2143,84,2017-03-19 20:00:00+00:00,public,1756.4235013393677
3788,944,80,2017-03-20 03:00:00+00:00,private,3538.208309247435
3789,1523,82,2017-03-20 12:00:00+00:00,private,163590.35621213407
3790,2777,86,2017-03-20 15:00:00+00:00,public,2984.0358686343484
3791,4447,91,2017-03-20 16:00:00+00:00,public,29438.757666279336
3792,3597,88,2017-03-20 21:00:00+00:00,private,35476.15377892876
3793,2123,84,2017-03-21 04:00:00+00:00,public,3997.726319191605
3794,2251,84,2017-03-21 08:00:00+00:00,private,10425.903221509607
3795,3992,89,2017-03-21 14:00:00+00:00,private,9140.470362999196
3796,141,78,2017-03-21 16:00:00+00:00,public,20796.69761360008
3797,2569,85,2017-03-21 19:00:00+00:00,private,1061.0216646517674
3798,2648,85,2017-03-21 20:00:00+00:00,private,23188.869418751874
3799,4072,90,2017-03-22 01:00:00+00:00,public,25316.721587852262
3800,1430,82,2017-03-22 04:00:00+00:00,public,1425270.4388066141
3801,3373,88,2017-03-22 10:00:00+00:00,public,67718.43841152554
3802,977,80,2017-03-22 13:00:00+00:00,private,8437.059775715583
3803,11,78,2017-03-22 17:00:00+00:00,public,131003.68974357238
3804,2324,84,2017-03-22 17:00:00+00:00,private,2644.3278719384225
3805,1425,82,2017-03-22 20:00:00+00:00,public,7298.532960658058
3806,3405,88,2017-03-22 23:00:00+00:00,public,128018.25376875028
3807,4089,90,2017-03-23 02:00:00+00:00,public,274626.2699461746
3808,1401,82,2017-03-23 02:00:00+00:00,public,243422.80490643234
3809,3914,89,2017-03-23 09:00:00+00:00,private,11635.948184761448
3810,1389,82,2017-03-24 20:00:00+00:00,public,1814.8999501210842
3811,41,78,2017-03-25 03:00:00+00:00,public,21138.54027447958
3812,1567,82,2017-03-25 03:00:00+00:00,private,28783.645177364473
3813,3907,89,2017-03-25 05:00:00+00:00,private,10230.905813492844
3814,897,80,2017-03-25 10:00:00+00:00,private,7764.169487622441
3815,1554,82,2017-03-25 11:00:00+00:00,private,1385917.1852686955
3816,3073,87,2017-03-25 11:00:00+00:00,public,31885.77341183736
3817,4065,90,2017-03-25 18:00:00+00:00,public,6871.196380564576
3818,3763,89,2017-03-25 22:00:00+00:00,public,76599.39718382286
3819,1508,82,2017-03-26 00:00:00+00:00,public,381100.8509022528
3820,2874,86,2017-03-26 07:00:00+00:00,private,14855.384381845292
3821,1678,82,2017-03-26 15:00:00+00:00,private,111513.51448769812
3822,76,78,2017-03-26 15:00:00+00:00,public,30120.04469189472
3823,4612,91,2017-03-26 19:00:00+00:00,private,16431.57340957947
3824,2898,86,2017-03-27 00:00:00+00:00,private,11668.05658986032
3825,1525,82,2017-03-27 11:00:00+00:00,private,11321.726975311993
3826,3582,88,2017-03-27 15:00:00+00:00,private,589245.9503359143
3827,2774,86,2017-03-27 17:00:00+00:00,public,3779.645462466791
3828,961,80,2017-03-28 20:00:00+00:00,private,54.68206708158634
3829,1429,82,2017-03-29 02:00:00+00:00,public,968.4494075489065
3830,4299,90,2017-03-29 04:00:00+00:00,private,5793.304032979443
3831,263,78,2017-03-29 08:00:00+00:00,private,39336.1732748404
3832,260,78,2017-03-29 11:00:00+00:00,private,1359966.5239658211
3833,4669,91,2017-03-29 19:00:00+00:00,private,70845.42791709478
3834,1421,82,2017-03-30 01:00:00+00:00,public,3664.1046089548845
3835,94,78,2017-03-30 04:00:00+00:00,public,272959.77376544126
3836,3781,89,2017-03-30 12:00:00+00:00,public,783687.9627035743
3837,2876,86,2017-03-30 14:00:00+00:00,private,154.1674698606269
3838,2686,85,2017-03-30 19:00:00+00:00,private,117034.1036143745
3839,4430,91,2017-03-30 19:00:00+00:00,public,47124.165671986455
3840,3633,88,2017-03-31 05:00:00+00:00,private,8384.48030598017
3841,138,78,2017-03-31 09:00:00+00:00,public,19748.401933539404
3842,4168,90,2017-03-31 15:00:00+00:00,public,20177.492789521155
3843,3805,89,2017-03-31 16:00:00+00:00,public,4505.328605006857
3844,3721,89,2017-04-01 04:00:00+00:00,public,23071.31314093303
3845,2486,85,2017-04-01 09:00:00+00:00,public,6413.7676052277775
3846,934,80,2017-04-01 11:00:00+00:00,private,345786.8503738729
3847,177,78,2017-04-01 15:00:00+00:00,private,22078.220221268133
3848,4244,90,2017-04-01 16:00:00+00:00,private,67017.7703918294
3849,46,78,2017-04-01 18:00:00+00:00,public,17606.69209981765
3850,289,78,2017-04-02 04:00:00+00:00,private,3394.955106613617
3851,1391,82,2017-04-02 07:00:00+00:00,public,207470.84469644743
3852,4290,90,2017-04-03 02:00:00+00:00,private,28836.63307911026
3853,2537,85,2017-04-03 02:00:00+00:00,private,3216.3565601754467
3854,821,80,2017-04-03 12:00:00+00:00,public,3115.0518130669434
3855,2553,85,2017-04-03 16:00:00+00:00,private,293.5588430718649
3856,133,78,2017-04-04 02:00:00+00:00,public,26546.385474582912
3857,726,80,2017-04-04 02:00:00+00:00,public,15215.953632815497
3858,2629,85,2017-04-04 07:00:00+00:00,private,2679.550643638047
3859,4056,90,2017-04-04 09:00:00+00:00,public,131988.3421176243
3860,2762,86,2017-04-04 12:00:00+00:00,public,3600.007953759609
3861,2535,85,2017-04-04 20:00:00+00:00,private,35751.71331465902
3862,3756,89,2017-04-04 23:00:00+00:00,public,14267.594679459045
3863,703,80,2017-04-05 09:00:00+00:00,public,14121.663587882747
3864,2797,86,2017-04-05 11:00:00+00:00,public,53751.0394642503
3865,2982,86,2017-04-05 19:00:00+00:00,private,17040.17426079101
3866,1372,82,2017-04-06 11:00:00+00:00,public,52.83105516784126
3867,4578,91,2017-04-06 13:00:00+00:00,private,795842.1008924113
3868,2755,86,2017-04-06 14:00:00+00:00,public,3328.9222723256803
3869,2401,85,2017-04-06 17:00:00+00:00,public,4466.429938398358
3870,3703,89,2017-04-06 22:00:00+00:00,public,45586.193248059855
3871,93,78,2017-04-07 07:00:00+00:00,public,414308.03327433264
3872,2189,84,2017-04-07 11:00:00+00:00,private,1075.5275841961316
3873,28,78,2017-04-07 11:00:00+00:00,public,12714.026573196892
3874,2978,86,2017-04-07 21:00:00+00:00,private,9799.036366334738
3875,4648,91,2017-04-08 04:00:00+00:00,private,5775.100378297432
3876,4360,90,2017-04-08 04:00:00+00:00,private,2819.512629257
3877,2559,85,2017-04-08 17:00:00+00:00,private,97102.84241747975
3878,4402,91,2017-04-08 17:00:00+00:00,public,14015.068373985874
3879,3810,89,2017-04-08 22:00:00+00:00,public,111483.34125746014
3880,3667,88,2017-04-09 04:00:00+00:00,private,10114.952048024703
3881,301,78,2017-04-09 07:00:00+00:00,private,1931.2990093905996
3882,1577,82,2017-04-09 08:00:00+00:00,private,11027.922581453186
3883,1580,82,2017-04-09 12:00:00+00:00,private,3362.3882313190093
3884,2806,86,2017-04-09 22:00:00+00:00,public,66533.82922398987
3885,2441,85,2017-04-10 01:00:00+00:00,public,2952.3143125444317
3886,287,78,2017-04-11 11:00:00+00:00,private,1930.0136065760594
3887,131,78,2017-04-11 22:00:00+00:00,public,19278.037688984354
3888,3876,89,2017-04-11 23:00:00+00:00,private,192633.56528481934
3889,1603,82,2017-04-11 23:00:00+00:00,private,1464.2381872529431
3890,3991,89,2017-04-12 03:00:00+00:00,private,231031.11686734267
3891,4397,91,2017-04-12 03:00:00+00:00,public,21017.698030204345
3892,2758,86,2017-04-12 10:00:00+00:00,public,248.1003677534476
3893,2163,84,2017-04-12 12:00:00+00:00,public,70868.29807100505
3894,1587,82,2017-04-12 14:00:00+00:00,private,541013.0673897652
3895,3459,88,2017-04-12 19:00:00+00:00,public,286980.80814994173
3896,132,78,2017-04-13 05:00:00+00:00,public,898348.528089577
3897,855,80,2017-04-14 01:00:00+00:00,private,24913.26017326261
3898,3614,88,2017-04-14 06:00:00+00:00,private,25937.953267762554
3899,3976,89,2017-04-14 07:00:00+00:00,private,102727.4462339851
3900,332,78,2017-04-15 01:00:00+00:00,private,34332.21640802361
3901,87,78,2017-04-15 03:00:00+00:00,public,63608.07513806967
3902,1464,82,2017-04-15 04:00:00+00:00,public,18248.32115314364
3903,1561,82,2017-04-15 08:00:00+00:00,private,13126.797972095223
3904,757,80,2017-04-15 11:00:00+00:00,public,65129.52992170669
3905,4586,91,2017-04-15 12:00:00+00:00,private,17502.515840267755
3906,3388,88,2017-04-15 23:00:00+00:00,public,236786.91879735928
3907,1387,82,2017-04-16 06:00:00+00:00,public,25418.032148840393
3908,2083,84,2017-04-16 13:00:00+00:00,public,9841.015210656991
3909,2422,85,2017-04-16 20:00:00+00:00,public,16732.932976350457
3910,3636,88,2017-04-17 10:00:00+00:00,private,1833.5197155999917
3911,4552,91,2017-04-17 13:00:00+00:00,private,13571.94218027535
3912,4632,91,2017-04-18 02:00:00+00:00,private,430001.0180680536
3913,2837,86,2017-04-18 03:00:00+00:00,public,26181.25052042974
3914,2494,85,2017-04-18 04:00:00+00:00,public,8365.621413310064
3915,3623,88,2017-04-18 07:00:00+00:00,private,72881.0753749646
3916,1658,82,2017-04-18 08:00:00+00:00,private,30917.641270604618
3917,994,80,2017-04-18 15:00:00+00:00,private,1187.9056261228056
3918,786,80,2017-04-18 17:00:00+00:00,public,16434.41896318223
3919,3007,86,2017-04-18 18:00:00+00:00,private,2274.135183605159
3920,1633,82,2017-04-19 01:00:00+00:00,private,17166.625174821867
3921,333,78,2017-04-20 01:00:00+00:00,private,1877.124072475647
3922,2942,86,2017-04-20 12:00:00+00:00,private,64381.45684513034
3923,1666,82,2017-04-20 15:00:00+00:00,private,44397.45888241142
3924,691,80,2017-04-21 13:00:00+00:00,public,14560.024220179297
3925,1548,82,2017-04-22 05:00:00+00:00,private,44068.581513526246
3926,694,80,2017-04-22 09:00:00+00:00,public,134.9265861203674
3927,1610,82,2017-04-22 13:00:00+00:00,private,418847.9786100817
3928,1542,82,2017-04-22 14:00:00+00:00,private,9556.901639973274
3929,683,80,2017-04-22 16:00:00+00:00,public,7916.272608297001
3930,293,78,2017-04-23 16:00:00+00:00,private,32385.893653345098
3931,1409,82,2017-04-23 18:00:00+00:00,public,554350.3574371317
3932,39,78,2017-04-24 00:00:00+00:00,public,12482.315117073254
3933,801,80,2017-04-24 01:00:00+00:00,public,12801.52423769979
3934,1552,82,2017-04-24 13:00:00+00:00,private,19688.931159304637
3935,2208,84,2017-04-25 00:00:00+00:00,private,4414.70848633841
3936,4460,91,2017-04-25 11:00:00+00:00,public,20596.682940610997
3937,1652,82,2017-04-25 19:00:00+00:00,private,44158.859919914496
3938,2188,84,2017-04-26 10:00:00+00:00,private,2926.695795093596
3939,157,78,2017-04-26 15:00:00+00:00,public,7671.097100948136
3940,2653,85,2017-04-27 00:00:00+00:00,private,222461.95887417387
3941,675,80,2017-04-27 04:00:00+00:00,public,46029.629858624576
3942,2961,86,2017-04-27 12:00:00+00:00,private,6061.149629494889
3943,3421,88,2017-04-27 17:00:00+00:00,public,51688.31611387109
3944,3719,89,2017-04-27 22:00:00+00:00,public,7153.788080401224
3945,2425,85,2017-04-27 22:00:00+00:00,public,1772.6799355197356
3946,1344,82,2017-04-28 03:00:00+00:00,public,219551.09927927476
3947,3648,88,2017-04-28 05:00:00+00:00,private,43216.72377324042
3948,1,78,2017-04-28 17:00:00+00:00,public,2131.9203778229016
3949,3469,88,2017-04-28 23:00:00+00:00,public,8179.434931249567
3950,820,80,2017-04-29 14:00:00+00:00,public,58151.489126636225
3951,680,80,2017-04-29 22:00:00+00:00,public,1358.643107821966
3952,2766,86,2017-04-30 00:00:00+00:00,public,7806.107827741658
3953,988,80,2017-04-30 02:00:00+00:00,private,896246.319218376
3954,163,78,2017-04-30 03:00:00+00:00,public,3254.7140274179283
3955,2525,85,2017-05-01 13:00:00+00:00,private,8993.609316701777
3956,2841,86,2017-05-02 01:00:00+00:00,public,482650.31526225276
3957,2125,84,2017-05-02 04:00:00+00:00,public,17905.679476357203
3958,3374,88,2017-05-02 23:00:00+00:00,public,24805.36861938254
3959,2047,84,2017-05-03 04:00:00+00:00,public,3470.1984235164336
3960,2382,85,2017-05-03 09:00:00+00:00,public,40449.44340279895
3961,1490,82,2017-05-03 14:00:00+00:00,public,351846.30085169955
3962,4570,91,2017-05-03 19:00:00+00:00,private,12861.86543439516
3963,3712,89,2017-05-03 22:00:00+00:00,public,8078.551162475878
3964,2504,85,2017-05-03 23:00:00+00:00,public,3763.6511433615333
3965,3013,86,2017-05-04 00:00:00+00:00,private,11799.740251693958
3966,2908,86,2017-05-04 07:00:00+00:00,private,152496.69916215466
3967,958,80,2017-05-04 09:00:00+00:00,private,27977.977302425505
3968,2502,85,2017-05-05 04:00:00+00:00,public,396372.39375888236
3969,888,80,2017-05-05 12:00:00+00:00,private,9264.390301763544
3970,2411,85,2017-05-05 21:00:00+00:00,public,15247.197327134618
3971,4376,91,2017-05-06 05:00:00+00:00,public,30980.608156240516
3972,865,80,2017-05-06 10:00:00+00:00,private,90071.23945142466
3973,2427,85,2017-05-06 14:00:00+00:00,public,34295.91415492291
3974,2969,86,2017-05-07 03:00:00+00:00,private,38942.04081005999
3975,1506,82,2017-05-07 04:00:00+00:00,public,537.3833804629214
3976,245,78,2017-05-07 08:00:00+00:00,private,9393.516329696291
3977,2438,85,2017-05-07 09:00:00+00:00,public,27328.54208734455
3978,890,80,2017-05-07 15:00:00+00:00,private,5110.821652347548
3979,2034,84,2017-05-07 16:00:00+00:00,public,39357.408212372015
3980,24,78,2017-05-07 17:00:00+00:00,public,19586.79558699958
3981,1547,82,2017-05-07 23:00:00+00:00,private,447275.98400950816
3982,40,78,2017-05-08 00:00:00+00:00,public,282114.92086186813
3983,2779,86,2017-05-08 04:00:00+00:00,public,22870.596997061057
3984,231,78,2017-05-08 05:00:00+00:00,private,78730.81250875659
3985,4509,91,2017-05-08 06:00:00+00:00,public,89905.70859864829
3986,2850,86,2017-05-08 09:00:00+00:00,public,115926.52938342928
3987,1513,82,2017-05-08 16:00:00+00:00,private,21095.70600952496
3988,2392,85,2017-05-09 02:00:00+00:00,public,12757.79817518633
3989,188,78,2017-05-09 02:00:00+00:00,private,43018.394085537875
3990,2791,86,2017-05-09 05:00:00+00:00,public,389562.8767140851
3991,1469,82,2017-05-09 14:00:00+00:00,public,48638.310086896476
3992,4423,91,2017-05-09 16:00:00+00:00,public,10997.750136388957
3993,1670,82,2017-05-09 23:00:00+00:00,private,21853.57084736845
3994,129,78,2017-05-09 23:00:00+00:00,public,2515.0130712605874
3995,3749,89,2017-05-10 00:00:00+00:00,public,54810.81928836032
3996,2891,86,2017-05-10 14:00:00+00:00,private,4786.52375517875
3997,1395,82,2017-05-10 15:00:00+00:00,public,1294.8014592472457
3998,3789,89,2017-05-10 16:00:00+00:00,public,22731.601527358318
3999,2864,86,2017-05-10 16:00:00+00:00,private,1444826.0808796345
4000,4370,91,2017-05-10 22:00:00+00:00,public,11383.90255039724
4001,4424,91,2017-05-11 13:00:00+00:00,public,17586.125385139352
4002,1540,82,2017-05-11 18:00:00+00:00,private,22170.842772112705
4003,867,80,2017-05-11 21:00:00+00:00,private,35616.52735071103
4004,2242,84,2017-05-12 11:00:00+00:00,private,14553.349281406136
4005,233,78,2017-05-12 17:00:00+00:00,private,10251.708110266902
4006,2953,86,2017-05-12 17:00:00+00:00,private,40605.60595035834
4007,1600,82,2017-05-12 18:00:00+00:00,private,498.37807362085204
4008,2936,86,2017-05-12 20:00:00+00:00,private,132589.91164209406
4009,892,80,2017-05-13 06:00:00+00:00,private,10977.825820289441
4010,3015,86,2017-05-13 14:00:00+00:00,private,335.67853199328044
4011,2127,84,2017-05-14 09:00:00+00:00,public,7291.982019257457
4012,4383,91,2017-05-14 11:00:00+00:00,public,2052.1828703745314
4013,4572,91,2017-05-14 12:00:00+00:00,private,29572.89504465643
4014,1361,82,2017-05-14 18:00:00+00:00,public,17091.664969706668
4015,2620,85,2017-05-14 20:00:00+00:00,private,1096.9965035248965
4016,1473,82,2017-05-14 23:00:00+00:00,public,105456.74047394414
4017,3,78,2017-05-15 07:00:00+00:00,public,5374.124310757614
4018,3503,88,2017-05-15 14:00:00+00:00,public,22830.24153353153
4019,1417,82,2017-05-15 22:00:00+00:00,public,10100.225804056772
4020,1476,82,2017-05-16 06:00:00+00:00,public,3222.144249911118
4021,2513,85,2017-05-17 03:00:00+00:00,public,2886.5133318218723
4022,3726,89,2017-05-17 09:00:00+00:00,public,14089.955946534488
4023,2734,86,2017-05-17 21:00:00+00:00,public,10909.332368269084
4024,208,78,2017-05-18 21:00:00+00:00,private,649066.0565097065
4025,2902,86,2017-05-19 09:00:00+00:00,private,33325.985464592726
4026,108,78,2017-05-19 10:00:00+00:00,public,216526.40993309175
4027,3917,89,2017-05-19 16:00:00+00:00,private,272951.42856363393
4028,2384,85,2017-05-19 20:00:00+00:00,public,16516.99129118721
4029,2056,84,2017-05-20 05:00:00+00:00,public,100841.26343911837
4030,4556,91,2017-05-20 13:00:00+00:00,private,18715.477233815192
4031,2976,86,2017-05-20 18:00:00+00:00,private,10237.440200207497
4032,1667,82,2017-05-21 03:00:00+00:00,private,44570.56750115745
4033,240,78,2017-05-21 14:00:00+00:00,private,107601.83489795646
4034,4443,91,2017-05-21 21:00:00+00:00,public,17853.347979657203
4035,945,80,2017-05-21 23:00:00+00:00,private,741360.180277415
4036,55,78,2017-05-22 00:00:00+00:00,public,119131.04267250889
4037,3583,88,2017-05-22 04:00:00+00:00,private,138767.83350772515
4038,2599,85,2017-05-22 04:00:00+00:00,private,8384.51969757241
4039,1468,82,2017-05-22 06:00:00+00:00,public,2878.088456717234
4040,2959,86,2017-05-22 14:00:00+00:00,private,7223.8341708111575
4041,4413,91,2017-05-22 14:00:00+00:00,public,4093.710372905805
4042,2671,85,2017-05-22 14:00:00+00:00,private,851400.5589569645
4043,1594,82,2017-05-22 15:00:00+00:00,private,263951.3949838951
4044,2374,85,2017-05-22 17:00:00+00:00,public,7349.693810623072
4045,1598,82,2017-05-22 17:00:00+00:00,private,19985.648003296094
4046,1357,82,2017-05-22 22:00:00+00:00,public,65676.18464232187
4047,2318,84,2017-05-23 05:00:00+00:00,private,614108.5389626615
4048,4579,91,2017-05-23 08:00:00+00:00,private,379541.4911656334
4049,2490,85,2017-05-23 16:00:00+00:00,public,41435.56696423461
4050,3692,88,2017-05-23 16:00:00+00:00,private,164168.40741269314
4051,2681,85,2017-05-23 20:00:00+00:00,private,34162.18407036179
4052,3740,89,2017-05-23 21:00:00+00:00,public,4291.279256219921
4053,154,78,2017-05-24 15:00:00+00:00,public,23137.43747380093
4054,1453,82,2017-05-25 01:00:00+00:00,public,3712.3559107658557
4055,4407,91,2017-05-25 19:00:00+00:00,public,28512.17508955354
4056,1377,82,2017-05-26 05:00:00+00:00,public,217737.1726458258
4057,2753,86,2017-05-26 11:00:00+00:00,public,12553.47681938684
4058,964,80,2017-05-26 16:00:00+00:00,private,2956.8225027877015
